artist,name,quote_ap,quote_error_ap,quote_model_ap,quote_billboard,quote_error_billboard,quote_model_billboard,quote_buzzfeed,quote_error_buzzfeed,quote_model_buzzfeed,quote_error_nyt_caramanica,quote_model_nyt_caramanica,quote_nyt_caramanica,quote_complex,quote_error_complex,quote_model_complex,quote_consequence,quote_error_consequence,quote_model_consequence,quote_crack,quote_error_crack,quote_model_crack,quote_dazed,quote_error_dazed,quote_model_dazed,quote_elle,quote_error_elle,quote_model_elle,quote_ew,quote_error_ew,quote_model_ew,quote_fader,quote_error_fader,quote_model_fader,quote_guardian,quote_error_guardian,quote_model_guardian,quote_indep,quote_error_indep,quote_model_indep,quote_latimes,quote_error_latimes,quote_model_latimes,quote_nme,quote_error_nme,quote_model_nme,quote_npr125,quote_error_npr125,quote_model_npr125,quote_npr25,quote_error_npr25,quote_model_npr25,quote_paste,quote_error_paste,quote_model_paste,quote_pitchfork,quote_error_pitchfork,quote_model_pitchfork,quote_quietus,quote_error_quietus,quote_model_quietus,quote_rs,quote_error_rs,quote_model_rs,quote_slant,quote_error_slant,quote_model_slant,quote_stereogum,quote_error_stereogum,quote_model_stereogum,quote_error_rough_trade,quote_model_rough_trade,quote_rough_trade,quote_usatoday,quote_error_usatoday,quote_model_usatoday,quote_variety,quote_error_variety,quote_model_variety,quote_vulture,quote_error_vulture,quote_model_vulture,quote_error_nyt_zoladz,quote_model_nyt_zoladz,quote_nyt_zoladz
Sophia Stel,I'll Take It,,,,,,,,,,,,,,,,,,,,,,writing and producing her own tracks that feel as instinctive as this one,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorry,Echoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"an unforgettable, sultry daydream ... its sense of longing is contagious in a magically fun way",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Sorry Girls,Ricochet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"writing catchy, emotionally charged soft rock balladry that is as earnest as Fleetwood Mac but with a soft reverence that makes the music feel perfectly current",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritbox,"No Loss, No Love",,,,,,,,,,,,,,,,An absolute crushing track ... offering a few quiet moments in which Courtney LaPlante delivers hypnotic spoken-word passages,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sports Team,Boys These Days,,,,,,,,,,,,,,,,"Oh, you youngins with your iPhones and Starbucks and instant convenience",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squid,Building 650,,,,,,,,,,,,,,,,"The unsettling, beautiful weight of complete cultural displacement channeled through jittery J-horror",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stereolab,Melodie Is A Wound,,,,,,,,,,,,,,,,"fun if a little distant, quirky if a little sad, and a climax whose gradual escalation transcends any contradictions with retro bliss",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Lacy,Nice Shoes,,,,"""Nice Shoes"" reveled in the prismatic textures of U.K. drum 'n' bass, Lacy sounding steadfast and sublime",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the tinny synth line and addictive breakbeat ... stark lyrics, dotted with quotables ... 'Nice Shoes' proves Steve Lacy doesn't need much to make a great song",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Still Blank,Ain't Quite Right,,,,,,,,,,,,,,,,"a slow-burning gem that builds in dynamics until vocalist Jordy unravels into an agitated, cathartic belt",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan Archives,A BUG'S LIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""A BUG'S LIFE"" leaves me ecstatic ... I wouldn't be able to stay still",,claude-haiku-4-5-20251001,,,,,,,Sudan Archives gives that old framework a fresh and playful urgency,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Sudan Archives,DEAD,,,,,,,,,,,,,,,,"swirls avant pop, R&B, hip-hop, and EDM together ... a signal that she is very much alive",,claude-haiku-4-5-20251001,,,,,,,"a visceral, vibrant, and hypnotic declaration",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan Archives,NOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance-floor claustrophobia as seduction,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Sumac & Moor Mother,Scene 2: The Run,,,,,,,,,,,,,,,,"harnesses the rage of being bystanders to the atrocities of war, bringing out the best in both post-punk supergroup Sumac and poet/musician Moor Mother",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Summer Walker, Latto, & Doja Cat",Go Girl (with Latto & Doja Cat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Go Girl"" is the self-love mantra of a woman ready to flaunt her worth",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAAT,Amidinin,,,,,,,,,,,,,,,,seamlessly fuses Tuareg music with punk rock,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE BOBBY LEES,Napoleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"back, bold as brass, kickin' ass",,,,,,,,,,,,
"Taj Mahal, Keb' Mo', & Ruby Amanfu",Room On The Porch [Feat. Ruby Amanfu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a bold yet laid-back statement on inclusivity, delivered with a warm, playful melody",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tame Impala,Dracula,,,,,,,,,,,,,,,,one of the grooviest Tame Impala songs ever released,,claude-haiku-4-5-20251001,,,,,,,run from the sun like Dracula ... and stay out all night partying,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tame Impala,End Of Summer,,,,"""End of Summer"" is spellbinding from its first kick-drum thump ... builds in intensity through layers of synths and chopped-up vocals",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"memorable, unhurried synth progression ... comes close to the ecstatic highs of 2015's Currents",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
"Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, & Irshad Kamil",Saiyaara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"oceanic melody and a soul-ripping vocal performance ... [that] truly achieves ""I'll never let go, Jack"" pathos",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Adell,Going Blonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed with poignant lyrics, an angelic voice and a guitar, Tanner Adell shows the power of music to explore grief – and then to heal it",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tara Nome Doyle,Lighthouse,,,,,,,,,,,,,,,,"Haunting and ethereal, Tara Nome Doyle's new track wants to draw out our true selves",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tate McRae,2 hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""2 Hands"" embodies pop perfection",,claude-haiku-4-5-20251001,,,,,,
Tate McRae,Revolving door,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Revolving Door"" captures that exhaustion with each hook feeling like another lap around the mistake",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tate McRae,Sports car,,,,"a slick, combustible banger that translates to both top 40 radio and a choreo-heavy arena show",,claude-haiku-4-5-20251001,,,,,claude-haiku-4-5-20251001,all thump and sigh and slither and head tilt and exhale,,,,the beat is so armored that McRae comes out the other side ready to transcend her influences,,claude-haiku-4-5-20251001,,,,,,,made one skeptic a McRae follower,,claude-haiku-4-5-20251001,,,,,,,,,,,,,McRae's sultry single clatters like his best 2006 work,,claude-haiku-4-5-20251001,,,,,,,,,,,,,"minimalist sex song of tire squeaks, engine revs, and ASMR-whispered findom demands",,claude-haiku-4-5-20251001,,,,"echoes Y2K pop like Nelly Furtado and Britney Spears, but with a fresh update",,claude-haiku-4-5-20251001,,,,a drag-show road-sex whisper-giggle that sounds like 2005 and 2045 at the same damn time,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,claude-haiku-4-5-20251001,a thoroughly tactile hit that sounds like slick bare skin on a leather seat
Tate McRae,TIT FOR TAT,,,,one partner treated love like a competition,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Swift,Elizabeth Taylor,,,,,,,,,,,,,,,,"she hasn't lost her sense of humor, as shown in her pre-marriage ode to Elizabeth Taylor",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Swift,Opalite,,,,the lyrical busy-ness never gets in the way of this undeniable bop,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"has everything that makes a Swift song classic – an unshakable melody, glorious chord changes, a patented Swiftian bridge",,claude-haiku-4-5-20251001,,,,,,,,,
Taylor Swift,Ruin The Friendship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The storyteller lives.,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"an acoustic ballad about it as hauntingly gorgeous as ""Ruin the Friendship.""",,claude-haiku-4-5-20251001,,,,,,
Taylor Swift,The Fate of Ophelia,,,,an eyes-wide-open heroine who worries that she's doomed to the tragic fate of Hamlet's wife,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[She] goes back in time to rescue a tragic young heroine and give her a new story,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Teethe,Holy Water,,,,,,,,,,,,,,,,has a hook as heavenly as holy water itself,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teethe thrives on the tension between aggressive and gentle, and ""Holy Water"" is perhaps their best expression of southern slowcore",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tems,Mine,,,,,,,,,,,,,,,,crafting love songs that could be equally suited for a physical partner or a higher power,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terri Lyne Carrington, Christie Dashiell, Weedie Braimah, Milena Casado, Morgan Guerin, Simon Moullier, & Matthew Stevens",Freedom Day (Part 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If you are free, you are not predictable or controllable.",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Beaches,Touch Myself,,,,,,,,,,,,,,,,"the dreamy guitars and get knocked on your ass by The Beaches' brutal honesty, vivid details, and Jordan Miller's high-stakes performance",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Berries,Angelus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uses five minutes to build into a swaggy guitar rupture not unlike one of the Boss' famous runouts,,claude-haiku-4-5-20251001,,,,,,,,,,,,,"""Angelus"" ends up feeling like a half-remembered Tom Petty classic",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
The Beths,"Mother, Pray For Me",,,,,,,,,,,,,,,,clear vocals draw tears from any child treading the gulf waters between themselves and their parents,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"perhaps the Auckland, New Zealand, quartet's most deeply personal (and beautiful) yet",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Beths,Straight Line Was A Lie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speak the truth ... over the maddeningly catchy guitar jangle,,claude-haiku-4-5-20251001,a kinetic torrent of blissful melodies riding a wave of fuzzy guitars,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
The Hidden Cameras & Vince Clarke,Undertow - Vince Clarke Remix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glowing with a bright insouciance reminiscent of his earliest days on Depeche Mode's Speak & Spell,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
The Kid LAROI,HOW DOES IT FEEL?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There are echoes of the Neptunes in the mid-verse melody switches that keep the rhythm and groove flowing into a vocal showcase on the track's slick R&B chorus.,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
The Marías,Back To Me,,,,,,,,,,,,,,,,,,,,,,,,,sometimes lost loves linger and haunt you,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,achingly pleas for her lover to return ... over menacing reverb,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,"brimming with longing but also a tentativeness and uncertainty ... builds and swirls, with an elaborate arrangement ... climaxing with triumphant countermelodies",,claude-haiku-4-5-20251001,,,,,,
The Men,PO Box 96,,,,,,,,,,,,,,,,finds them at their rawest and most charismatically paranoid,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Orchestra (For Now),Skins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-sonnet-4-5-20250929,a really tight band with a bright future ahead,,,,,,,,,,,,
The Pretty Reckless,For I Am Death,,,,,,,,,,,,,,,,a monster riff and an infectiously powerful chorus that sucks you in like vacuum cleaner,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Vices,How Does It Feel,,,,,,,,,,,,,,,,"the borderline-militaristic drumming gives ""How Does It Feel"" an unease that makes the song perfect end-credits music",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Waterboys & Fiona Apple,Letter From An Unknown Girlfriend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fiona Apple's voice, an instrument touched by something more remarkable than God itself",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Weather Station,Mirror,,,,,,,,,,,,,,,,"all tangled up in the way we see ourselves, somehow simultaneously dreamy and rhythmic",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Weeknd,Cry For Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"channels his signature electro-R&B sound, subtly laced with the Brazilian funk beat",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
"Theo Croker, Malaya, & D'LEAU",high vibrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amapiano and garage meet jazz in the club,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thirteendegrees °,Da Problem Solva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirteen's delivery makes relatively mundane anecdotes ... feel larger than life ... it's the call-and-response style hook ... that proved Thirteendegrees knows how to make the familiar feel fresh,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Is Lorelei & MJ Lenderman,Dancing in the Club - MJ Lenderman Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swaps the depressive Auto-Tune for a lonesome alt-country lament and sounds like he was born to sing this indelible tune,,claude-haiku-4-5-20251001,,,,"Lenderman's version takes the full plunge into despair, delivering twangy, turbulent lines that rattle in every note",,claude-haiku-4-5-20251001,,,,,,,,,,,,,strips down the original song's hyperpop disposition in a way that gives it a brand-new meaning,,claude-haiku-4-5-20251001,,,,,,
Thomas Dollbaum,Angus Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"his words, fenced by weapons of Americana and swampy, twangy pastorals, will show you life and death through the necessary, oft-harsh artifacts found in-between",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothée Chalamet,Outlaw Blues/Three Angels (Live on ‘S.N.L.),,,,,,,,,,,claude-haiku-4-5-20251001,"demonstrate that you can shred, too — a bridge between petulance old and new",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco City,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a memory worth recalling ... Tobacco City tells us about a couple of young and carefree nobodies who were somebody to them,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,one of the most gorgeous songs of the year,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Tony Shhnow & Mike & Keys,Devotion,,,,,,,,,,,,,,,,"dives deep into its bag of '90s R&B, granting Tony Shhnow abundant, lush space to wax poetic about his unwavering dedication to being an authentic MC",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tortoise,Oganesson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a spinning dream machine that flickers between light and shade,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracey & Riko Dan,Sex Life,,,,,,,,,,,,,,,,,,,The London duo's breakout track is propulsive and confrontational ... leaving dancefloors gasping for air,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,These skull-rattling subs and celestial synths are what hi-res audio was made for,,claude-haiku-4-5-20251001,,,,,,,erotica by numbers never sounded so good,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treaty Oak Revival,Bad State of Mind,,,,hits new levels of self-loathing catharsis on the inspired chorus,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Fuck Storm,Moscovium,,,,,,,,,,,,,,,,pure catharsis done the way only these Aussie psych-rock-freaks can pull off,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trupa Trupa,Mourners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a swirling, psychedelic dream with a sly bass line that evokes 2000s Radiohead and a steadily mounting sense of tension",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Turnstile,BIRDS,,,,,,,,,,,,,,,,"walking the fine line between chaos and control with an energy that's unrelenting, feral, and unmistakably their own",,claude-haiku-4-5-20251001,there is simply no other band doing it like Turnstile,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"The band continue to create anthemic, community moments with this standout track",,,,,,,,,,,,
Turnstile,LOOK OUT FOR ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fusing hardcore grit with electronic experimentation,,claude-haiku-4-5-20251001,"hairpin turns that previously defined Turnstile's genre-agnostic hardcore come into prismatic view, gliding from anthemic riffs and gossamer shoegaze to dreamy R&B and blissed-out techno",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turnstile,NEVER ENOUGH,,,,"rafter-shaking hard-rock of the highest order, with a grandiosity and a resonance befitting the ascendant, Grammy-nominated punk group",,claude-haiku-4-5-20251001,,,,,,,,,,lull the listener into full relaxation mode until the song kicks in with grunge-like guitars and heavy drums,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""NEVER ENOUGH"" erupts into a triumphant grungegaze anthem ... you can easily imagine usurping the Foo Fighters' ""My Hero"" as the soundtrack of choice for NFL playoffs bumper montages",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turnstile,SOLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a hard-charging blend of the band's classic sound with a layer of their newly-found dreampop sensibilities,,claude-haiku-4-5-20251001,,,,,,
Tygermylk,Babe III,,,,,,,,,,,,,,,,trumps every porcine melody that came before it with a yearning ethereality and a tearjerking third-act pivot,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyla,MR. MEDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,her alleged diva attitude comes with the hits to back it up,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyla,PUSH 2 START,,,,"The silky, irresistible groove ... fuses amapiano rhythms, pop sensibility and warm vocals",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Ballgame,I Believe In Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-sonnet-4-5-20250929,You will feel instantly better after listening to this.,,,,,,,,,,,,
Tyler Childers,Bitin' List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contracting a fatal, brain-inflaming, fury-inducing virus would occasion an opportunity for carefully planned payback",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,you're high on my bitin' list,,claude-haiku-4-5-20251001,,,,,,
Tyler Childers,Dirty Ought Trill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"Written in Appalachian style with a roundelay element towards the end, it is perfect.",,,,,,,,,,,,
Tyler Childers,Eatin' Big Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"scream it with sheer, guttural force, turning one iconic line — and one brilliant, genre-bending song — into a statement on class inequities, the artist's struggle, the thrill of the hunt",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Tyler Childers,Oneida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a warm, gorgeous ballad that sounds fuller than the skeletal arrangements of its previous iterations",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyler, The Creator",Don't Tap That Glass / Tweakin',,,,,,,,,,,,,,,,arguably the two most ecstatically danceable beats in his discography,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyler, The Creator",Sugar On My Tongue,,,,"Not a second of the funky two-and-a-half-minute track is wasted, as Tyler guides it with ruthless efficiency from tense verse and swelling chorus to simmering bridge and cathartic climax – a pop masterclass from one of its most enthusiastic innovators.",,claude-haiku-4-5-20251001,,,,,,,"a horny disco-funk groove with Prince-like swagger ... playful, provocative, and steeped in his own brand of futuristic nostalgia",,claude-haiku-4-5-20251001,infectious energy ... begs to be replayed until you can taste it,,claude-haiku-4-5-20251001,,,,,,,It feels like a hyper candy rush in the best way,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a carnal Italo disco jam buzzing with laser synths, rumbling 808s, and Tyler crooning about cunnilingus like an emo Rick James",,claude-haiku-4-5-20251001,,,,a slice of wildly horny Italo disco ... the joy of hearing him cut this loose,,claude-haiku-4-5-20251001,,,,,,,,,,,,,"a showcase for Tyler as a producer, with an irresistible Pharrell-esque elastic beat, plinking synth lines and an increasingly busy arrangement that morphs as the song progresses",,claude-haiku-4-5-20251001,,,,,,
"Tyler, The Creator & Madison McFerrin",Don't You Worry Baby (feat. Madison McFerrin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"one of the rapper's more inventive collaborations, one that finds him relinquishing full control",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Girls,Bookends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,placing a personal tragedy against the endless body count of history,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
